-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2021 
Location: Latitude  8.2739   Longitude 77.5674 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 261.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS50M,WS10M,T2M
2016,1,1,5,98.49,6.54,3.38,18.79
2016,1,1,6,98.57,5.91,3.48,19.26
2016,1,1,7,98.66,5.74,4.7,21.07
2016,1,1,8,98.72,7.67,6.18,22.94
2016,1,1,9,98.72,8.4,6.94,24.27
2016,1,1,10,98.68,8.67,7.21,25.2
2016,1,1,11,98.6,8.68,7.24,25.87
2016,1,1,12,98.5,8.6,7.14,26.29
2016,1,1,13,98.42,8.45,6.95,26.34
2016,1,1,14,98.36,8.3,6.73,26.19
2016,1,1,15,98.36,8.11,6.33,25.71
2016,1,1,16,98.42,7.57,5.22,24.76
2016,1,1,17,98.51,7.43,3.9,23.07
2016,1,1,18,98.61,7.42,3.65,22.01
2016,1,1,19,98.69,6.72,3.37,21.4
2016,1,1,20,98.74,6.35,3.18,20.84
2016,1,1,21,98.74,6.29,3.16,20.39
2016,1,1,22,98.7,6.26,3.15,19.96
2016,1,1,23,98.65,6.22,3.15,19.6
2016,1,2,0,98.59,6.21,3.14,19.3
2016,1,2,1,98.52,6.16,3.11,19.02
2016,1,2,2,98.47,5.82,2.94,18.69
2016,1,2,3,98.48,5.49,2.82,18.44
2016,1,2,4,98.54,5.34,2.77,18.26
2016,1,2,5,98.63,5.3,2.78,18.13
2016,1,2,6,98.73,5.34,2.99,19.01
2016,1,2,7,98.83,5.27,4.35,20.94
2016,1,2,8,98.88,7.48,6.05,22.84
2016,1,2,9,98.86,8.63,7.08,24.32
2016,1,2,10,98.78,9.0,7.42,25.36
2016,1,2,11,98.65,9.0,7.42,26.05
2016,1,2,12,98.52,8.78,7.24,26.52
2016,1,2,13,98.4,8.5,6.98,26.71
2016,1,2,14,98.33,8.23,6.66,26.57
2016,1,2,15,98.32,7.88,6.18,26.11
2016,1,2,16,98.37,7.26,5.05,25.16
2016,1,2,17,98.46,7.01,3.61,23.22
2016,1,2,18,98.55,7.17,3.56,22.16
2016,1,2,19,98.66,6.79,3.42,21.61
2016,1,2,20,98.72,6.53,3.27,21.09
2016,1,2,21,98.73,6.22,3.12,20.58
2016,1,2,22,98.7,6.08,3.05,20.1
2016,1,2,23,98.66,5.95,3.0,19.63
2016,1,3,0,98.6,5.8,2.94,19.18
2016,1,3,1,98.53,5.76,2.93,18.77
2016,1,3,2,98.5,5.76,2.94,18.43
2016,1,3,3,98.5,5.79,2.95,18.16
2016,1,3,4,98.55,5.74,2.94,17.92
2016,1,3,5,98.61,5.72,2.93,17.69
2016,1,3,6,98.68,5.67,3.09,18.44
2016,1,3,7,98.74,5.0,4.15,20.41
2016,1,3,8,98.78,6.8,5.53,22.41
2016,1,3,9,98.75,7.79,6.48,23.95
2016,1,3,10,98.67,8.38,6.99,25.06
2016,1,3,11,98.56,8.7,7.23,25.8
2016,1,3,12,98.43,8.76,7.26,26.23
2016,1,3,13,98.33,8.83,7.23,26.32
2016,1,3,14,98.26,8.76,7.01,26.08
2016,1,3,15,98.25,8.36,6.4,25.48
2016,1,3,16,98.27,7.61,5.04,24.35
2016,1,3,17,98.34,6.96,3.56,22.01
2016,1,3,18,98.42,6.68,3.35,20.74
2016,1,3,19,98.51,6.67,3.34,20.24
2016,1,3,20,98.58,6.51,3.27,19.78
2016,1,3,21,98.61,6.38,3.19,19.37
2016,1,3,22,98.58,6.27,3.16,19.04
2016,1,3,23,98.53,6.24,3.19,18.76
2016,1,4,0,98.46,6.54,3.49,18.63
2016,1,4,1,98.38,6.73,4.01,18.82
2016,1,4,2,98.36,6.24,3.61,18.69
2016,1,4,3,98.38,5.67,2.93,18.37
2016,1,4,4,98.46,5.42,2.74,18.07
2016,1,4,5,98.54,5.46,2.76,17.8
2016,1,4,6,98.62,5.41,3.2,18.53
2016,1,4,7,98.71,4.91,4.15,20.19
2016,1,4,8,98.76,6.38,5.26,22.23
2016,1,4,9,98.74,6.93,5.85,23.91
2016,1,4,10,98.67,7.14,6.06,25.22
2016,1,4,11,98.56,7.14,6.08,26.09
2016,1,4,12,98.44,6.89,5.88,26.58
2016,1,4,13,98.34,6.61,5.63,26.79
2016,1,4,14,98.27,6.09,5.16,26.68
2016,1,4,15,98.27,5.49,4.56,26.28
2016,1,4,16,98.31,5.04,3.63,25.4
2016,1,4,17,98.38,4.84,2.53,23.36
2016,1,4,18,98.48,4.9,2.58,22.09
2016,1,4,19,98.58,4.96,2.61,21.5
2016,1,4,20,98.66,5.27,2.7,21.05
2016,1,4,21,98.68,5.55,2.78,20.67
2016,1,4,22,98.65,5.53,2.79,20.26
2016,1,4,23,98.58,5.59,2.82,19.78
2016,1,5,0,98.5,5.72,2.88,19.36
2016,1,5,1,98.42,5.75,2.91,18.94
2016,1,5,2,98.37,5.54,2.82,18.53
2016,1,5,3,98.37,5.27,2.72,18.22
2016,1,5,4,98.42,5.18,2.71,18.02
2016,1,5,5,98.5,5.72,2.83,18.05
2016,1,5,6,98.6,6.27,3.34,18.96
2016,1,5,7,98.7,5.28,4.25,20.67
2016,1,5,8,98.74,6.41,5.2,22.55
2016,1,5,9,98.7,6.97,5.85,24.12
2016,1,5,10,98.6,6.93,5.88,25.16
2016,1,5,11,98.45,6.56,5.58,25.87
2016,1,5,12,98.34,5.9,5.02,26.26
2016,1,5,13,98.26,5.21,4.43,26.46
2016,1,5,14,98.22,4.69,3.96,26.48
2016,1,5,15,98.22,4.41,3.59,26.22
2016,1,5,16,98.26,4.32,2.9,25.45
2016,1,5,17,98.32,4.07,2.26,23.69
2016,1,5,18,98.39,4.17,2.39,22.51
2016,1,5,19,98.47,4.49,2.47,22.05
2016,1,5,20,98.52,4.92,2.55,21.69
2016,1,5,21,98.53,5.13,2.6,21.37
2016,1,5,22,98.5,5.24,2.64,21.08
2016,1,5,23,98.45,5.28,2.67,20.83
2016,1,6,0,98.38,5.24,2.66,20.54
2016,1,6,1,98.32,5.52,2.74,20.24
2016,1,6,2,98.29,5.72,2.84,20.0
2016,1,6,3,98.3,5.65,2.81,19.71
2016,1,6,4,98.36,5.63,2.81,19.45
2016,1,6,5,98.43,5.61,2.82,19.21
2016,1,6,6,98.52,5.35,3.34,19.83
2016,1,6,7,98.61,4.99,4.21,21.43
2016,1,6,8,98.67,5.98,4.96,23.31
2016,1,6,9,98.65,6.4,5.42,24.78
2016,1,6,10,98.58,6.59,5.62,25.93
2016,1,6,11,98.45,6.71,5.72,26.73
2016,1,6,12,98.32,6.76,5.74,27.14
2016,1,6,13,98.22,6.78,5.73,27.32
2016,1,6,14,98.16,6.68,5.57,27.21
2016,1,6,15,98.16,6.48,5.22,26.69
2016,1,6,16,98.2,5.84,4.2,25.73
2016,1,6,17,98.29,5.21,2.75,23.99
2016,1,6,18,98.4,5.26,2.64,22.99
2016,1,6,19,98.5,5.84,2.97,22.73
2016,1,6,20,98.56,6.06,3.27,22.46
2016,1,6,21,98.58,5.94,3.16,22.15
2016,1,6,22,98.54,5.9,3.03,21.88
2016,1,6,23,98.48,5.66,2.88,21.62
2016,1,7,0,98.41,5.35,2.69,21.4
2016,1,7,1,98.33,5.12,2.57,21.09
2016,1,7,2,98.29,5.26,2.63,20.75
2016,1,7,3,98.3,5.52,2.79,20.48
2016,1,7,4,98.36,5.76,2.89,20.16
2016,1,7,5,98.44,5.99,3.08,19.98
2016,1,7,6,98.53,5.81,3.71,20.52
2016,1,7,7,98.62,5.88,4.77,21.97
2016,1,7,8,98.68,7.17,5.87,23.48
2016,1,7,9,98.68,7.25,6.08,24.69
2016,1,7,10,98.65,7.03,5.96,25.67
2016,1,7,11,98.57,6.74,5.72,26.32
2016,1,7,12,98.46,6.44,5.46,26.67
2016,1,7,13,98.36,6.12,5.08,26.42
2016,1,7,14,98.31,5.88,4.84,26.27
2016,1,7,15,98.31,5.56,4.35,25.76
2016,1,7,16,98.36,4.88,3.44,25.08
2016,1,7,17,98.43,4.36,2.28,23.73
2016,1,7,18,98.51,4.57,2.29,23.0
2016,1,7,19,98.57,4.98,2.46,22.76
2016,1,7,20,98.61,5.26,2.63,22.55
2016,1,7,21,98.6,5.55,2.84,22.35
2016,1,7,22,98.56,5.74,2.99,22.16
2016,1,7,23,98.52,5.89,3.13,21.98
2016,1,8,0,98.47,5.95,3.19,21.76
2016,1,8,1,98.43,6.04,3.31,21.55
2016,1,8,2,98.41,5.77,3.07,21.24
2016,1,8,3,98.42,5.56,2.88,20.91
2016,1,8,4,98.48,5.5,2.83,20.57
2016,1,8,5,98.55,5.52,2.89,20.26
2016,1,8,6,98.61,5.46,3.57,20.55
2016,1,8,7,98.7,5.51,4.49,21.68
2016,1,8,8,98.75,6.64,5.5,23.11
2016,1,8,9,98.74,6.81,5.78,24.38
2016,1,8,10,98.67,6.74,5.75,25.44
2016,1,8,11,98.55,6.53,5.58,26.26
2016,1,8,12,98.44,6.18,5.29,26.77
2016,1,8,13,98.34,5.76,4.92,26.94
2016,1,8,14,98.27,5.36,4.53,26.76
2016,1,8,15,98.28,5.05,4.01,26.21
2016,1,8,16,98.34,4.88,3.28,25.38
2016,1,8,17,98.42,4.88,2.5,23.83
2016,1,8,18,98.48,5.47,2.68,23.01
2016,1,8,19,98.55,6.16,3.13,22.7
2016,1,8,20,98.61,6.41,3.55,22.41
2016,1,8,21,98.61,5.97,3.28,21.96
2016,1,8,22,98.57,5.79,3.11,21.55
2016,1,8,23,98.51,5.72,3.0,21.27
2016,1,9,0,98.43,5.59,2.88,21.04
2016,1,9,1,98.33,5.37,2.71,20.8
2016,1,9,2,98.26,5.19,2.59,20.56
2016,1,9,3,98.26,5.12,2.54,20.29
2016,1,9,4,98.3,5.1,2.55,19.94
2016,1,9,5,98.35,5.13,2.56,19.65
2016,1,9,6,98.43,5.1,3.01,20.25
2016,1,9,7,98.52,5.56,4.5,21.8
2016,1,9,8,98.58,6.81,5.63,22.9
2016,1,9,9,98.55,7.41,6.15,23.63
2016,1,9,10,98.47,7.75,6.42,24.31
2016,1,9,11,98.38,7.88,6.48,24.86
2016,1,9,12,98.28,7.83,6.36,25.25
2016,1,9,13,98.18,7.68,6.11,25.34
2016,1,9,14,98.11,7.06,5.43,25.09
2016,1,9,15,98.1,6.13,4.41,24.65
2016,1,9,16,98.15,5.36,3.16,23.85
2016,1,9,17,98.23,4.77,2.45,22.49
2016,1,9,18,98.32,4.4,2.4,21.76
2016,1,9,19,98.41,4.34,2.38,21.44
2016,1,9,20,98.48,4.36,2.37,21.14
2016,1,9,21,98.51,4.32,2.35,20.82
2016,1,9,22,98.51,4.36,2.36,20.4
2016,1,9,23,98.47,4.56,2.45,20.03
2016,1,10,0,98.4,4.97,2.57,19.78
2016,1,10,1,98.32,5.21,2.61,19.73
2016,1,10,2,98.26,5.5,2.75,19.66
2016,1,10,3,98.27,5.77,2.97,19.5
2016,1,10,4,98.32,5.92,3.12,19.28
2016,1,10,5,98.4,6.03,3.22,19.08
2016,1,10,6,98.5,6.02,4.01,19.57
2016,1,10,7,98.6,6.41,5.21,21.04
2016,1,10,8,98.67,7.54,6.26,22.68
2016,1,10,9,98.65,7.76,6.55,24.09
2016,1,10,10,98.58,7.83,6.64,25.23
2016,1,10,11,98.47,7.83,6.65,26.12
2016,1,10,12,98.34,7.74,6.56,26.62
2016,1,10,13,98.22,7.57,6.41,26.84
2016,1,10,14,98.15,7.29,6.08,26.65
2016,1,10,15,98.14,6.9,5.6,26.17
2016,1,10,16,98.21,6.09,4.42,25.24
2016,1,10,17,98.31,5.44,2.84,23.58
2016,1,10,18,98.42,5.53,2.74,22.69
2016,1,10,19,98.53,5.85,2.91,22.48
2016,1,10,20,98.61,6.33,3.36,22.33
2016,1,10,21,98.63,6.61,3.73,22.16
2016,1,10,22,98.59,7.28,4.23,22.04
2016,1,10,23,98.54,7.35,4.54,21.7
2016,1,11,0,98.47,7.34,4.49,21.31
2016,1,11,1,98.38,7.36,4.57,21.09
2016,1,11,2,98.32,7.12,4.32,20.81
2016,1,11,3,98.32,6.9,4.08,20.54
2016,1,11,4,98.36,6.88,4.13,20.34
2016,1,11,5,98.44,6.71,4.09,20.1
2016,1,11,6,98.54,6.53,4.59,20.3
2016,1,11,7,98.64,6.82,5.51,21.56
2016,1,11,8,98.7,7.56,6.28,23.08
2016,1,11,9,98.68,7.57,6.39,24.32
2016,1,11,10,98.61,7.37,6.27,25.32
2016,1,11,11,98.51,7.0,5.98,26.06
2016,1,11,12,98.39,6.59,5.63,26.52
2016,1,11,13,98.28,6.23,5.31,26.73
2016,1,11,14,98.2,5.88,4.97,26.66
2016,1,11,15,98.19,5.58,4.54,26.22
2016,1,11,16,98.23,5.24,3.63,25.3
2016,1,11,17,98.29,4.68,2.53,23.18
2016,1,11,18,98.37,4.59,2.55,21.98
2016,1,11,19,98.46,4.78,2.6,21.48
2016,1,11,20,98.54,5.25,2.71,21.04
2016,1,11,21,98.57,5.74,2.88,20.63
2016,1,11,22,98.54,6.08,3.08,20.26
2016,1,11,23,98.48,6.19,3.18,19.9
2016,1,12,0,98.4,6.13,3.15,19.51
2016,1,12,1,98.31,6.08,3.13,19.08
2016,1,12,2,98.25,5.87,2.99,18.65
2016,1,12,3,98.24,5.72,2.9,18.25
2016,1,12,4,98.27,5.66,2.87,17.9
2016,1,12,5,98.34,5.64,2.86,17.59
2016,1,12,6,98.43,5.51,3.39,18.46
2016,1,12,7,98.53,5.34,4.47,20.44
2016,1,12,8,98.57,6.86,5.76,22.52
2016,1,12,9,98.53,7.12,6.06,23.87
2016,1,12,10,98.44,7.18,6.13,24.94
2016,1,12,11,98.32,7.05,5.99,25.77
2016,1,12,12,98.2,6.59,5.59,26.37
2016,1,12,13,98.09,6.04,5.11,26.67
2016,1,12,14,98.02,5.64,4.72,26.61
2016,1,12,15,98.02,5.36,4.22,26.18
2016,1,12,16,98.07,5.09,3.35,25.11
2016,1,12,17,98.15,4.82,2.63,22.68
2016,1,12,18,98.24,5.49,2.85,21.36
2016,1,12,19,98.34,6.47,3.21,20.98
2016,1,12,20,98.42,6.63,3.37,20.54
2016,1,12,21,98.45,6.25,3.16,19.94
2016,1,12,22,98.44,5.75,2.91,19.33
2016,1,12,23,98.4,5.46,2.8,18.86
2016,1,13,0,98.35,5.33,2.74,18.52
2016,1,13,1,98.27,5.25,2.7,18.23
2016,1,13,2,98.24,5.0,2.62,17.87
2016,1,13,3,98.23,4.78,2.6,17.4
2016,1,13,4,98.27,4.65,2.6,17.08
2016,1,13,5,98.34,4.54,2.59,16.82
2016,1,13,6,98.43,4.36,2.51,17.87
2016,1,13,7,98.52,3.87,3.34,20.15
2016,1,13,8,98.57,5.16,4.38,22.54
2016,1,13,9,98.55,5.51,4.77,23.99
2016,1,13,10,98.48,5.53,4.8,25.11
2016,1,13,11,98.37,5.38,4.67,25.92
2016,1,13,12,98.24,5.21,4.52,26.48
2016,1,13,13,98.13,5.08,4.39,26.71
2016,1,13,14,98.06,5.08,4.35,26.65
2016,1,13,15,98.05,5.2,4.25,26.1
2016,1,13,16,98.1,5.17,3.61,25.01
2016,1,13,17,98.16,4.86,2.55,22.66
2016,1,13,18,98.26,5.06,2.55,21.69
2016,1,13,19,98.36,5.41,2.67,21.44
2016,1,13,20,98.44,5.4,2.66,21.15
2016,1,13,21,98.45,5.08,2.53,20.67
2016,1,13,22,98.42,4.53,2.4,20.17
2016,1,13,23,98.37,4.25,2.3,19.8
2016,1,14,0,98.31,4.24,2.27,19.51
2016,1,14,1,98.24,4.35,2.28,19.26
2016,1,14,2,98.21,4.46,2.32,18.94
2016,1,14,3,98.23,4.49,2.37,18.55
2016,1,14,4,98.29,4.56,2.43,18.19
2016,1,14,5,98.38,4.76,2.51,17.94
2016,1,14,6,98.46,4.92,2.91,18.79
2016,1,14,7,98.55,4.9,4.1,20.56
2016,1,14,8,98.59,5.99,4.98,22.2
2016,1,14,9,98.55,6.12,5.16,23.14
2016,1,14,10,98.47,6.11,5.16,23.87
2016,1,14,11,98.36,6.08,5.12,24.54
2016,1,14,12,98.23,5.97,5.0,24.89
2016,1,14,13,98.12,5.85,4.77,24.83
2016,1,14,14,98.07,5.61,4.32,24.39
2016,1,14,15,98.07,5.28,3.63,23.69
2016,1,14,16,98.12,4.69,2.74,22.78
2016,1,14,17,98.19,4.7,2.53,21.02
2016,1,14,18,98.25,4.92,2.82,19.69
2016,1,14,19,98.32,5.18,2.91,19.16
2016,1,14,20,98.37,5.29,2.94,18.68
2016,1,14,21,98.38,5.25,2.89,18.25
2016,1,14,22,98.35,5.25,2.78,18.12
2016,1,14,23,98.3,5.17,2.63,18.22
2016,1,15,0,98.23,5.04,2.55,18.0
2016,1,15,1,98.18,4.91,2.56,17.43
2016,1,15,2,98.15,4.78,2.57,16.93
2016,1,15,3,98.17,4.67,2.56,16.59
2016,1,15,4,98.22,4.65,2.58,16.32
2016,1,15,5,98.29,4.69,2.61,16.07
2016,1,15,6,98.37,4.74,2.73,17.08
2016,1,15,7,98.44,4.21,3.71,19.33
2016,1,15,8,98.48,5.05,4.26,21.85
2016,1,15,9,98.46,5.14,4.48,23.56
2016,1,15,10,98.4,5.04,4.43,24.68
2016,1,15,11,98.3,4.9,4.31,25.54
2016,1,15,12,98.2,4.69,4.12,26.08
2016,1,15,13,98.1,4.48,3.91,26.31
2016,1,15,14,98.03,4.57,3.94,26.14
2016,1,15,15,98.01,4.84,3.92,25.59
2016,1,15,16,98.04,5.01,3.37,24.44
2016,1,15,17,98.1,4.88,2.71,21.77
2016,1,15,18,98.18,5.12,2.91,20.33
2016,1,15,19,98.26,5.46,3.0,19.79
2016,1,15,20,98.32,5.67,3.02,19.32
2016,1,15,21,98.33,5.68,2.99,18.83
2016,1,15,22,98.31,5.57,2.92,18.4
2016,1,15,23,98.28,5.37,2.84,18.01
2016,1,16,0,98.22,5.16,2.76,17.65
2016,1,16,1,98.15,5.02,2.71,17.35
2016,1,16,2,98.12,4.85,2.65,17.08
2016,1,16,3,98.12,4.65,2.61,16.8
2016,1,16,4,98.16,4.56,2.6,16.54
2016,1,16,5,98.22,4.54,2.59,16.3
2016,1,16,6,98.31,4.47,2.72,17.41
2016,1,16,7,98.4,3.83,3.38,19.64
2016,1,16,8,98.45,4.82,4.14,22.34
2016,1,16,9,98.44,4.99,4.36,24.0
2016,1,16,10,98.37,5.02,4.36,25.23
2016,1,16,11,98.26,4.82,4.19,26.15
2016,1,16,12,98.15,4.45,3.86,26.77
2016,1,16,13,98.04,3.97,3.43,27.07
2016,1,16,14,97.97,3.26,2.81,27.1
2016,1,16,15,97.95,2.51,2.18,26.85
2016,1,16,16,97.99,2.08,1.58,26.2
2016,1,16,17,98.06,2.1,1.46,24.58
2016,1,16,18,98.15,2.62,1.7,23.33
2016,1,16,19,98.26,3.08,1.91,22.64
2016,1,16,20,98.34,3.4,2.05,22.12
2016,1,16,21,98.38,3.46,2.07,21.76
2016,1,16,22,98.36,3.36,2.03,21.42
2016,1,16,23,98.31,3.17,1.99,20.93
2016,1,17,0,98.24,3.1,1.96,20.51
2016,1,17,1,98.18,3.21,1.98,20.15
2016,1,17,2,98.14,3.3,1.99,19.86
2016,1,17,3,98.14,3.36,2.02,19.64
2016,1,17,4,98.18,3.47,2.08,19.43
2016,1,17,5,98.24,3.62,2.12,19.35
2016,1,17,6,98.32,3.73,2.24,20.14
2016,1,17,7,98.41,3.74,3.21,21.9
2016,1,17,8,98.48,4.03,3.57,23.51
2016,1,17,9,98.45,4.14,3.7,24.93
2016,1,17,10,98.37,4.17,3.72,25.96
2016,1,17,11,98.26,4.14,3.67,26.78
2016,1,17,12,98.14,4.01,3.56,27.35
2016,1,17,13,98.02,3.89,3.45,27.57
2016,1,17,14,97.94,3.73,3.3,27.45
2016,1,17,15,97.92,3.75,3.24,26.91
2016,1,17,16,97.94,4.04,2.83,25.79
2016,1,17,17,98.01,4.51,2.43,23.81
2016,1,17,18,98.1,5.13,2.53,22.62
2016,1,17,19,98.2,5.51,2.69,22.09
2016,1,17,20,98.27,5.46,2.7,21.44
2016,1,17,21,98.29,5.08,2.6,20.78
2016,1,17,22,98.26,4.76,2.53,20.24
2016,1,17,23,98.22,4.44,2.46,19.76
2016,1,18,0,98.14,4.23,2.41,19.37
2016,1,18,1,98.07,4.08,2.38,19.02
2016,1,18,2,98.01,4.02,2.37,18.69
2016,1,18,3,98.0,4.03,2.38,18.39
2016,1,18,4,98.03,4.08,2.41,18.11
2016,1,18,5,98.1,4.11,2.43,17.85
2016,1,18,6,98.2,4.1,2.48,18.93
2016,1,18,7,98.3,3.99,3.43,21.37
2016,1,18,8,98.36,4.4,3.84,23.51
2016,1,18,9,98.37,4.28,3.79,24.95
2016,1,18,10,98.31,4.03,3.59,26.12
2016,1,18,11,98.21,3.69,3.3,27.01
2016,1,18,12,98.09,3.32,2.98,27.61
2016,1,18,13,97.98,2.92,2.64,27.85
2016,1,18,14,97.9,2.65,2.41,27.81
2016,1,18,15,97.88,2.58,2.36,27.36
2016,1,18,16,97.91,2.9,2.13,26.38
2016,1,18,17,97.98,3.61,2.09,24.5
2016,1,18,18,98.06,4.22,2.25,23.06
2016,1,18,19,98.16,4.49,2.33,22.33
2016,1,18,20,98.24,4.63,2.41,21.65
2016,1,18,21,98.27,4.75,2.46,21.15
2016,1,18,22,98.25,4.79,2.49,20.69
2016,1,18,23,98.2,4.89,2.52,20.3
2016,1,19,0,98.13,4.85,2.52,19.97
2016,1,19,1,98.05,4.8,2.53,19.73
2016,1,19,2,98.0,4.65,2.5,19.59
2016,1,19,3,97.99,4.56,2.45,19.61
2016,1,19,4,98.03,4.54,2.43,19.62
2016,1,19,5,98.1,4.52,2.44,19.54
2016,1,19,6,98.19,4.48,2.64,20.54
2016,1,19,7,98.27,4.63,3.85,22.67
2016,1,19,8,98.33,5.14,4.42,24.36
2016,1,19,9,98.3,5.26,4.57,25.57
2016,1,19,10,98.24,5.16,4.53,26.63
2016,1,19,11,98.13,5.02,4.42,27.5
2016,1,19,12,98.02,4.88,4.3,27.98
2016,1,19,13,97.92,4.71,4.15,28.14
2016,1,19,14,97.86,4.25,3.73,27.94
2016,1,19,15,97.86,3.72,3.16,27.33
2016,1,19,16,97.91,3.39,2.43,26.59
2016,1,19,17,98.0,3.17,1.95,24.94
2016,1,19,18,98.09,3.13,1.93,23.77
2016,1,19,19,98.19,3.14,1.95,23.15
2016,1,19,20,98.27,3.34,2.05,22.46
2016,1,19,21,98.3,3.61,2.15,21.82
2016,1,19,22,98.29,3.81,2.22,21.27
2016,1,19,23,98.25,3.94,2.25,20.87
2016,1,20,0,98.17,4.03,2.31,20.62
2016,1,20,1,98.1,4.06,2.35,20.41
2016,1,20,2,98.06,4.02,2.34,20.28
2016,1,20,3,98.08,3.91,2.28,20.34
2016,1,20,4,98.13,3.86,2.25,20.37
2016,1,20,5,98.21,3.86,2.25,20.33
2016,1,20,6,98.31,3.94,2.33,21.37
2016,1,20,7,98.4,4.07,3.39,23.34
2016,1,20,8,98.45,4.33,3.74,24.83
2016,1,20,9,98.43,4.32,3.78,26.25
2016,1,20,10,98.34,4.21,3.71,27.38
2016,1,20,11,98.22,4.03,3.56,28.17
2016,1,20,12,98.09,3.82,3.37,28.72
2016,1,20,13,97.98,3.6,3.14,28.91
2016,1,20,14,97.91,3.25,2.82,28.84
2016,1,20,15,97.9,2.83,2.43,28.59
2016,1,20,16,97.95,2.38,1.81,27.97
2016,1,20,17,98.04,2.06,1.4,26.54
2016,1,20,18,98.15,2.01,1.38,25.55
2016,1,20,19,98.26,1.96,1.34,24.93
2016,1,20,20,98.35,2.15,1.43,24.19
2016,1,20,21,98.39,2.46,1.56,23.54
2016,1,20,22,98.38,2.8,1.66,23.08
2016,1,20,23,98.34,3.08,1.71,22.73
2016,1,21,0,98.27,3.25,1.75,22.44
2016,1,21,1,98.21,3.3,1.8,22.26
2016,1,21,2,98.18,3.35,1.81,22.26
2016,1,21,3,98.2,3.4,1.87,22.13
2016,1,21,4,98.27,3.53,1.94,22.01
2016,1,21,5,98.35,3.65,1.98,21.99
2016,1,21,6,98.46,3.78,2.22,22.75
2016,1,21,7,98.54,4.09,3.4,24.03
2016,1,21,8,98.57,4.59,3.97,25.34
2016,1,21,9,98.52,4.79,4.18,26.76
2016,1,21,10,98.41,4.87,4.26,27.85
2016,1,21,11,98.28,4.91,4.28,28.55
2016,1,21,12,98.14,4.89,4.25,29.04
2016,1,21,13,98.02,4.83,4.17,29.24
2016,1,21,14,97.95,4.83,4.13,29.07
2016,1,21,15,97.95,4.98,4.06,28.3
2016,1,21,16,98.0,5.07,3.73,27.19
2016,1,21,17,98.08,5.1,2.78,25.48
2016,1,21,18,98.17,5.65,2.95,24.44
2016,1,21,19,98.26,5.6,3.09,23.91
2016,1,21,20,98.33,5.5,3.08,23.48
2016,1,21,21,98.35,5.3,2.85,23.05
2016,1,21,22,98.33,5.26,2.76,22.74
2016,1,21,23,98.29,5.25,2.71,22.49
2016,1,22,0,98.25,5.23,2.66,22.24
2016,1,22,1,98.2,5.11,2.56,22.01
2016,1,22,2,98.19,4.98,2.48,21.73
2016,1,22,3,98.21,5.03,2.52,21.48
2016,1,22,4,98.25,5.26,2.63,21.35
2016,1,22,5,98.31,5.77,2.86,21.31
2016,1,22,6,98.39,5.99,3.93,22.16
2016,1,22,7,98.47,6.22,5.03,23.56
2016,1,22,8,98.53,6.79,5.66,25.14
2016,1,22,9,98.55,6.58,5.58,26.48
2016,1,22,10,98.5,6.25,5.34,27.52
2016,1,22,11,98.41,5.94,5.09,28.2
2016,1,22,12,98.28,5.64,4.85,28.65
2016,1,22,13,98.17,5.33,4.57,28.73
2016,1,22,14,98.09,5.29,4.5,28.55
2016,1,22,15,98.07,5.44,4.38,27.92
2016,1,22,16,98.11,5.32,3.78,26.86
2016,1,22,17,98.19,5.19,2.74,25.04
2016,1,22,18,98.28,5.59,2.81,23.87
2016,1,22,19,98.38,5.97,3.1,23.37
2016,1,22,20,98.45,5.8,3.03,22.94
2016,1,22,21,98.47,5.53,2.81,22.5
2016,1,22,22,98.45,5.31,2.65,22.07
2016,1,22,23,98.4,5.14,2.57,21.65
2016,1,23,0,98.32,5.02,2.53,21.3
2016,1,23,1,98.24,4.98,2.52,21.02
2016,1,23,2,98.2,4.9,2.48,20.77
2016,1,23,3,98.2,4.82,2.45,20.62
2016,1,23,4,98.25,4.87,2.45,20.65
2016,1,23,5,98.34,4.96,2.49,20.65
2016,1,23,6,98.43,4.93,3.06,21.42
2016,1,23,7,98.53,5.68,4.55,22.98
2016,1,23,8,98.6,6.97,5.76,24.38
2016,1,23,9,98.6,7.54,6.31,25.58
2016,1,23,10,98.53,7.77,6.54,26.68
2016,1,23,11,98.43,7.83,6.61,27.65
2016,1,23,12,98.31,7.81,6.58,28.25
2016,1,23,13,98.2,7.68,6.42,28.41
2016,1,23,14,98.12,7.18,5.88,28.17
2016,1,23,15,98.11,6.5,5.08,27.63
2016,1,23,16,98.14,5.59,3.77,26.73
2016,1,23,17,98.22,5.09,2.58,25.15
2016,1,23,18,98.32,5.04,2.54,23.99
2016,1,23,19,98.41,4.85,2.49,23.35
2016,1,23,20,98.49,5.22,2.59,22.9
2016,1,23,21,98.51,5.5,2.75,22.53
2016,1,23,22,98.49,5.53,2.8,22.14
